systemTime,displayTime,value,realtimeValue,smoothedValue,status,trend,trendRate
2025-02-06T15:36:55,2025-02-06T07:36:55,104,105,104.0,,flat,0.0
2025-02-06T15:31:55,2025-02-06T07:31:55,104,104,104.0,,flat,0.0
2025-02-06T15:26:55,2025-02-06T07:26:55,103,102,103.0,,flat,-0.2
2025-02-06T15:21:55,2025-02-06T07:21:55,103,103,103.0,,flat,-0.2
2025-02-06T15:16:55,2025-02-06T07:16:55,104,104,104.0,,flat,-0.3
2025-02-06T15:11:54,2025-02-06T07:11:54,104,104,104.0,,flat,-0.3
2025-02-06T15:06:55,2025-02-06T07:06:55,106,105,106.0,,flat,-0.3
2025-02-06T15:01:55,2025-02-06T07:01:55,108,108,108.0,,flat,-0.2
2025-02-06T14:56:55,2025-02-06T06:56:55,111,111,111.0,,flat,0.0
2025-02-06T14:51:55,2025-02-06T06:51:55,112,113,112.0,,flat,0.2
2025-02-06T14:46:55,2025-02-06T06:46:55,112,112,112.0,,flat,0.2
2025-02-06T14:41:55,2025-02-06T06:41:55,111,112,111.0,,flat,0.3
2025-02-06T14:36:55,2025-02-06T06:36:55,110,109,110.0,,flat,0.2
2025-02-06T14:31:55,2025-02-06T06:31:55,109,109,109.0,,flat,0.2
2025-02-06T14:26:55,2025-02-06T06:26:55,107,108,107.0,,flat,0.1
2025-02-06T14:21:55,2025-02-06T06:21:55,105,104,105.0,,flat,-0.1
2025-02-06T14:16:55,2025-02-06T06:16:55,103,103,103.0,,flat,-0.2
2025-02-06T14:11:54,2025-02-06T06:11:54,104,103,104.0,,flat,-0.3
2025-02-06T14:06:55,2025-02-06T06:06:55,105,105,105.0,,flat,-0.3
2025-02-06T14:01:55,2025-02-06T06:01:55,107,107,107.0,,flat,-0.2
2025-02-06T13:56:55,2025-02-06T05:56:55,108,108,108.0,,flat,-0.2
2025-02-06T13:51:55,2025-02-06T05:51:55,109,109,109.0,,flat,-0.3
2025-02-06T13:46:55,2025-02-06T05:46:55,110,110,110.0,,flat,-0.3
2025-02-06T13:41:55,2025-02-06T05:41:55,111,111,111.0,,flat,-0.3
2025-02-06T13:36:54,2025-02-06T05:36:54,112,112,112.0,,flat,-0.4
2025-02-06T13:31:55,2025-02-06T05:31:55,114,114,114.0,,flat,-0.3
2025-02-06T13:26:55,2025-02-06T05:26:55,117,117,117.0,,flat,-0.2
2025-02-06T13:21:55,2025-02-06T05:21:55,119,119,119.0,,flat,-0.1
2025-02-06T13:16:55,2025-02-06T05:16:55,118,120,118.0,,flat,-0.2
2025-02-06T13:11:55,2025-02-06T05:11:55,119,116,119.0,,flat,-0.5
2025-02-06T13:06:55,2025-02-06T05:06:55,119,120,119.0,,flat,-0.4
2025-02-06T13:01:55,2025-02-06T05:01:55,122,122,122.0,,flat,-0.5
2025-02-06T12:56:55,2025-02-06T04:56:55,124,125,124.0,,flat,-0.4
2025-02-06T12:51:54,2025-02-06T04:51:54,128,125,128.0,,flat,-0.3
2025-02-06T12:46:55,2025-02-06T04:46:55,132,133,132.0,,flat,0.3
2025-02-06T12:41:55,2025-02-06T04:41:55,135,137,135.0,,flat,0.6
2025-02-06T12:36:55,2025-02-06T04:36:55,134,134,134.0,,flat,0.5
2025-02-06T12:31:55,2025-02-06T04:31:55,130,131,130.0,,flat,0.5
2025-02-06T12:26:55,2025-02-06T04:26:55,128,126,128.0,,flat,0.3
2025-02-06T12:21:55,2025-02-06T04:21:55,125,127,125.0,,flat,0.4
2025-02-06T12:16:55,2025-02-06T04:16:55,123,122,123.0,,flat,0.2
2025-02-06T12:11:55,2025-02-06T04:11:55,119,119,119.0,,flat,0.0
2025-02-06T12:06:55,2025-02-06T04:06:55,117,117,117.0,,flat,-0.3
2025-02-06T12:01:55,2025-02-06T04:01:55,116,115,116.0,,flat,-0.5
2025-02-06T11:56:55,2025-02-06T03:56:55,116,115,116.0,,flat,-0.6
2025-02-06T11:51:55,2025-02-06T03:51:55,120,119,120.0,,flat,-0.5
2025-02-06T11:46:55,2025-02-06T03:46:55,123,125,123.0,,flat,-0.3
2025-02-06T11:41:55,2025-02-06T03:41:55,126,126,126.0,,flat,-0.3
2025-02-06T11:36:55,2025-02-06T03:36:55,127,127,127.0,,flat,-0.3
2025-02-06T11:31:55,2025-02-06T03:31:55,129,129,129.0,,flat,-0.3
2025-02-06T11:26:55,2025-02-06T03:26:55,131,131,131.0,,flat,-0.2
2025-02-06T11:21:55,2025-02-06T03:21:55,134,133,134.0,,flat,-0.1
2025-02-06T11:16:55,2025-02-06T03:16:55,136,137,136.0,,flat,0.3
2025-02-06T11:11:55,2025-02-06T03:11:55,138,139,138.0,,flat,0.5
2025-02-06T11:06:55,2025-02-06T03:06:55,136,137,136.0,,flat,0.4
2025-02-06T11:01:55,2025-02-06T03:01:55,131,133,131.0,,flat,0.0
2025-02-06T10:56:55,2025-02-06T02:56:55,128,122,128.0,,flat,-0.6
2025-02-06T10:51:55,2025-02-06T02:51:55,127,128,127.0,,flat,-0.4
2025-02-06T10:46:55,2025-02-06T02:46:55,131,131,131.0,,flat,-0.3
2025-02-06T10:41:55,2025-02-06T02:41:55,133,133,133.0,,flat,-0.3
2025-02-06T10:36:55,2025-02-06T02:36:55,135,135,135.0,,flat,-0.2
2025-02-06T10:31:55,2025-02-06T02:31:55,137,137,137.0,,flat,-0.1
2025-02-06T10:26:55,2025-02-06T02:26:55,139,140,139.0,,flat,0.1
2025-02-06T10:21:56,2025-02-06T02:21:56,140,141,140.0,,flat,0.2
2025-02-06T10:16:55,2025-02-06T02:16:55,138,138,138.0,,flat,-0.1
2025-02-06T10:11:55,2025-02-06T02:11:55,136,136,136.0,,flat,-0.3
2025-02-06T10:06:55,2025-02-06T02:06:55,135,134,135.0,,flat,-0.5
2025-02-06T10:01:55,2025-02-06T02:01:55,138,136,138.0,,flat,-0.2
2025-02-06T09:56:55,2025-02-06T01:56:55,143,145,143.0,,flat,0.4
2025-02-06T09:51:55,2025-02-06T01:51:55,146,149,146.0,,flat,0.7
2025-02-06T09:46:55,2025-02-06T01:46:55,143,144,143.0,,flat,0.5
2025-02-06T09:41:55,2025-02-06T01:41:55,138,137,138.0,,flat,0.1
2025-02-06T09:36:55,2025-02-06T01:36:55,135,134,135.0,,flat,0.0
2025-02-06T09:31:55,2025-02-06T01:31:55,135,135,135.0,,flat,0.0
2025-02-06T09:26:55,2025-02-06T01:26:55,134,135,134.0,,flat,-0.2
2025-02-06T09:21:55,2025-02-06T01:21:55,134,133,134.0,,flat,-0.3
2025-02-06T09:16:55,2025-02-06T01:16:55,135,133,135.0,,flat,-0.3
2025-02-06T09:11:55,2025-02-06T01:11:55,137,138,137.0,,flat,0.0
2025-02-06T09:06:55,2025-02-06T01:06:55,138,139,138.0,,flat,-0.1
2025-02-06T09:01:56,2025-02-06T01:01:56,137,138,137.0,,flat,-0.3
2025-02-06T08:56:55,2025-02-06T00:56:55,136,133,136.0,,flat,-0.8
2025-02-06T08:51:55,2025-02-06T00:51:55,136,136,136.0,,flat,-0.8
2025-02-06T08:46:55,2025-02-06T00:46:55,141,140,141.0,,flat,-0.6
2025-02-06T08:41:55,2025-02-06T00:41:55,147,148,147.0,,flat,-0.2
2025-02-06T08:36:55,2025-02-06T00:36:55,152,152,152.0,,flat,0.1
2025-02-06T08:31:55,2025-02-06T00:31:55,154,155,154.0,,flat,0.3
2025-02-06T08:26:55,2025-02-06T00:26:55,155,155,155.0,,flat,0.5
2025-02-06T08:21:55,2025-02-06T00:21:55,153,154,153.0,,flat,0.6
2025-02-06T08:16:55,2025-02-06T00:16:55,151,151,151.0,,flat,0.5
2025-02-06T08:11:55,2025-02-06T00:11:55,146,147,146.0,,flat,0.3
2025-02-06T08:06:55,2025-02-06T00:06:55,143,141,143.0,,flat,0.0
2025-02-06T08:01:55,2025-02-06T00:01:55,141,141,141.0,,flat,0.0
2025-02-06T07:56:55,2025-02-05T23:56:55,142,141,142.0,,flat,0.1
2025-02-06T07:51:55,2025-02-05T23:51:55,143,143,143.0,,flat,0.3
2025-02-06T07:46:55,2025-02-05T23:46:55,143,144,143.0,,flat,0.5
2025-02-06T07:41:55,2025-02-05T23:41:55,142,143,142.0,,flat,0.4
2025-02-06T07:36:55,2025-02-05T23:36:55,139,139,139.0,,flat,0.2
2025-02-06T07:31:55,2025-02-05T23:31:55,135,134,135.0,,flat,-0.2
2025-02-06T07:26:55,2025-02-05T23:26:55,133,132,133.0,,flat,-0.4
2025-02-06T07:21:55,2025-02-05T23:21:55,134,134,134.0,,flat,-0.3
2025-02-06T07:16:56,2025-02-05T23:16:56,136,135,136.0,,flat,-0.3
2025-02-06T07:11:55,2025-02-05T23:11:55,138,139,138.0,,flat,-0.1
2025-02-06T07:06:55,2025-02-05T23:06:55,139,140,139.0,,flat,0.1
2025-02-06T07:01:55,2025-02-05T23:01:55,141,139,141.0,,flat,0.1
2025-02-06T06:56:55,2025-02-05T22:56:55,140,144,140.0,,flat,0.2
2025-02-06T06:51:55,2025-02-05T22:51:55,138,136,138.0,,flat,-0.4
2025-02-06T06:46:55,2025-02-05T22:46:55,135,134,135.0,,flat,-0.7
2025-02-06T06:41:55,2025-02-05T22:41:55,136,136,136.0,,flat,-0.7
2025-02-06T06:36:55,2025-02-05T22:36:55,141,138,141.0,,flat,-0.8
2025-02-06T06:31:55,2025-02-05T22:31:55,145,149,145.0,,flat,-0.3
2025-02-06T06:26:55,2025-02-05T22:26:55,150,147,150.0,,flat,-0.4
2025-02-06T06:21:55,2025-02-05T22:21:55,153,153,153.0,,flat,0.0
2025-02-06T06:16:55,2025-02-05T22:16:55,157,160,157.0,,flat,0.4
2025-02-06T06:11:55,2025-02-05T22:11:55,158,157,158.0,,flat,0.4
2025-02-06T06:06:55,2025-02-05T22:06:55,156,158,156.0,,flat,0.6
2025-02-06T06:01:55,2025-02-05T22:01:55,155,152,155.0,,flat,0.5
2025-02-06T05:56:55,2025-02-05T21:56:55,153,155,153.0,,flat,0.9
2025-02-06T05:51:55,2025-02-05T21:51:55,151,151,151.0,,flat,0.9
2025-02-06T05:46:55,2025-02-05T21:46:55,147,147,147.0,,flat,0.9
2025-02-06T05:41:55,2025-02-05T21:41:55,143,142,143.0,,flat,0.9
2025-02-06T05:36:55,2025-02-05T21:36:55,137,139,137.0,,flat,0.9
2025-02-06T05:31:55,2025-02-05T21:31:55,131,130,131.0,,flat,0.5
2025-02-06T05:26:55,2025-02-05T21:26:55,125,125,125.0,,flat,0.3
2025-02-06T05:21:55,2025-02-05T21:21:55,122,120,122.0,,flat,0.1
2025-02-06T05:16:55,2025-02-05T21:16:55,120,121,120.0,,flat,0.2
2025-02-06T05:11:55,2025-02-05T21:11:55,119,119,119.0,,flat,0.0
2025-02-06T05:06:55,2025-02-05T21:06:55,118,117,118.0,,flat,-0.1
2025-02-06T05:01:55,2025-02-05T21:01:55,118,118,118.0,,flat,-0.1
2025-02-06T04:56:55,2025-02-05T20:56:55,118,118,118.0,,flat,-0.1
2025-02-06T04:51:55,2025-02-05T20:51:55,118,119,118.0,,flat,-0.1
2025-02-06T04:46:56,2025-02-05T20:46:56,117,116,117.0,,flat,-0.4
2025-02-06T04:41:55,2025-02-05T20:41:55,118,117,118.0,,flat,-0.4
2025-02-06T04:36:55,2025-02-05T20:36:55,119,120,119.0,,flat,-0.5
2025-02-06T04:31:55,2025-02-05T20:31:55,119,119,119.0,,flat,-0.8
2025-02-06T04:26:55,2025-02-05T20:26:55,119,118,119.0,,fortyFiveDown,-1.2
2025-02-06T04:21:55,2025-02-05T20:21:55,123,120,123.0,,fortyFiveDown,-1.4
2025-02-06T04:16:55,2025-02-05T20:16:55,129,130,129.0,,fortyFiveDown,-1.1
2025-02-06T04:11:55,2025-02-05T20:11:55,137,138,137.0,,fortyFiveDown,-1.0
2025-02-06T04:06:55,2025-02-05T20:06:55,144,144,144.0,,flat,-0.8
2025-02-06T04:01:55,2025-02-05T20:01:55,150,150,150.0,,flat,-0.6
2025-02-06T03:56:56,2025-02-05T19:56:56,156,157,156.0,,flat,-0.4
2025-02-06T03:51:56,2025-02-05T19:51:56,159,161,159.0,,flat,-0.2
2025-02-06T03:46:55,2025-02-05T19:46:55,162,160,162.0,,flat,-0.3
2025-02-06T03:41:55,2025-02-05T19:41:55,163,164,163.0,,flat,-0.2
2025-02-06T03:36:56,2025-02-05T19:36:56,164,165,164.0,,flat,-0.2
2025-02-06T03:31:55,2025-02-05T19:31:55,165,164,165.0,,flat,-0.2
2025-02-06T03:26:55,2025-02-05T19:26:55,166,167,166.0,,flat,-0.2
2025-02-06T03:21:55,2025-02-05T19:21:55,166,166,166.0,,flat,-0.4
2025-02-06T03:16:55,2025-02-05T19:16:55,165,164,165.0,,flat,-0.8
2025-02-06T03:11:55,2025-02-05T19:11:55,166,165,166.0,,fortyFiveDown,-1.0
2025-02-06T03:06:55,2025-02-05T19:06:55,171,169,171.0,,flat,-0.9
2025-02-06T03:01:55,2025-02-05T19:01:55,178,179,178.0,,flat,-0.3
2025-02-06T02:56:56,2025-02-05T18:56:56,186,187,186.0,,flat,0.4
2025-02-06T02:51:56,2025-02-05T18:51:56,191,193,191.0,,fortyFiveUp,1.0
2025-02-06T02:46:55,2025-02-05T18:46:55,191,193,191.0,,fortyFiveUp,1.3
2025-02-06T02:41:55,2025-02-05T18:41:55,188,188,188.0,,fortyFiveUp,1.5
2025-02-06T02:36:55,2025-02-05T18:36:55,181,183,181.0,,fortyFiveUp,1.6
2025-02-06T02:31:55,2025-02-05T18:31:55,174,173,174.0,,fortyFiveUp,1.6
2025-02-06T02:26:56,2025-02-05T18:26:56,167,166,167.0,,fortyFiveUp,1.8
2025-02-06T02:21:55,2025-02-05T18:21:55,160,162,160.0,,singleUp,2.0
2025-02-06T02:16:55,2025-02-05T18:16:55,149,152,149.0,,fortyFiveUp,1.8
2025-02-06T02:11:55,2025-02-05T18:11:55,136,134,136.0,,fortyFiveUp,1.0
2025-02-06T02:06:55,2025-02-05T18:06:55,123,123,123.0,,flat,0.4
2025-02-06T02:01:56,2025-02-05T18:01:56,114,113,114.0,,flat,-0.4
2025-02-06T01:56:55,2025-02-05T17:56:55,110,106,110.0,,flat,-0.9
2025-02-06T01:51:55,2025-02-05T17:51:55,112,112,112.0,,flat,-0.7
2025-02-06T01:46:55,2025-02-05T17:46:55,119,119,119.0,,flat,-0.3
2025-02-06T01:41:56,2025-02-05T17:41:56,125,127,125.0,,flat,0.2
2025-02-06T01:36:55,2025-02-05T17:36:55,128,129,128.0,,flat,0.4
2025-02-06T01:31:55,2025-02-05T17:31:55,129,129,129.0,,flat,0.5
2025-02-06T01:26:55,2025-02-05T17:26:55,128,128,128.0,,flat,0.8
2025-02-06T01:21:56,2025-02-05T17:21:56,127,128,127.0,,fortyFiveUp,1.2
2025-02-06T01:16:55,2025-02-05T17:16:55,125,126,125.0,,fortyFiveUp,1.5
2025-02-06T01:11:55,2025-02-05T17:11:55,119,120,119.0,,fortyFiveUp,1.6
2025-02-06T01:06:55,2025-02-05T17:06:55,110,112,110.0,,fortyFiveUp,1.4
2025-02-06T01:01:55,2025-02-05T17:01:55,100,99,100.0,,flat,0.8
2025-02-06T00:56:56,2025-02-05T16:56:56,90,89,90.0,,flat,0.3
2025-02-06T00:51:55,2025-02-05T16:51:55,85,82,85.0,,flat,-0.1
2025-02-06T00:46:55,2025-02-05T16:46:55,82,83,82.0,,flat,-0.1
2025-02-06T00:41:55,2025-02-05T16:41:55,82,82,82.0,,flat,-0.3
2025-02-06T00:36:55,2025-02-05T16:36:55,83,82,83.0,,flat,-0.3
2025-02-06T00:31:55,2025-02-05T16:31:55,84,84,84.0,,flat,-0.3
2025-02-06T00:26:55,2025-02-05T16:26:55,85,86,85.0,,flat,-0.3
2025-02-06T00:21:55,2025-02-05T16:21:55,87,86,87.0,,flat,-0.4
2025-02-06T00:16:55,2025-02-05T16:16:55,88,88,88.0,,flat,-0.4
2025-02-06T00:11:55,2025-02-05T16:11:55,91,89,91.0,,flat,-0.4
2025-02-06T00:06:54,2025-02-05T16:06:54,92,95,92.0,,flat,-0.3
2025-02-06T00:01:55,2025-02-05T16:01:55,95,93,95.0,,flat,-0.4
2025-02-05T23:56:55,2025-02-05T15:56:55,96,96,96.0,,flat,-0.3
2025-02-05T23:51:54,2025-02-05T15:51:54,99,99,99.0,,flat,-0.2
2025-02-05T23:46:54,2025-02-05T15:46:54,101,101,101.0,,flat,-0.2
2025-02-05T23:41:54,2025-02-05T15:41:54,102,102,102.0,,flat,-0.1
2025-02-05T23:36:54,2025-02-05T15:36:54,104,103,104.0,,flat,0.0
2025-02-05T23:31:54,2025-02-05T15:31:54,105,106,105.0,,flat,0.2
2025-02-05T23:26:54,2025-02-05T15:26:54,105,106,105.0,,flat,0.1
2025-02-05T23:21:54,2025-02-05T15:21:54,103,103,103.0,,flat,0.0
2025-02-05T23:16:55,2025-02-05T15:16:55,104,101,104.0,,flat,0.1
2025-02-05T23:11:54,2025-02-05T15:11:54,105,108,105.0,,flat,0.6
2025-02-05T23:06:55,2025-02-05T15:06:55,105,106,105.0,,flat,0.6
2025-02-05T23:01:54,2025-02-05T15:01:54,102,102,102.0,,flat,0.6
2025-02-05T22:56:55,2025-02-05T14:56:55,99,99,99.0,,flat,0.6
2025-02-05T22:51:55,2025-02-05T14:51:55,94,95,94.0,,flat,0.4
2025-02-05T22:46:54,2025-02-05T14:46:54,89,89,89.0,,flat,-0.1
2025-02-05T22:41:54,2025-02-05T14:41:54,86,84,86.0,,flat,-0.5
2025-02-05T22:36:55,2025-02-05T14:36:55,85,84,85.0,,flat,-0.6
2025-02-05T22:31:54,2025-02-05T14:31:54,87,87,87.0,,flat,-0.6
2025-02-05T22:26:54,2025-02-05T14:26:54,90,91,90.0,,flat,-0.5
2025-02-05T22:21:54,2025-02-05T14:21:54,94,93,94.0,,flat,-0.5
2025-02-05T22:16:55,2025-02-05T14:16:55,97,97,97.0,,flat,-0.3
2025-02-05T22:11:55,2025-02-05T14:11:55,100,102,100.0,,flat,-0.2
2025-02-05T22:06:54,2025-02-05T14:06:54,102,101,102.0,,flat,-0.3
2025-02-05T22:01:54,2025-02-05T14:01:54,102,102,102.0,,flat,-0.4
2025-02-05T21:56:54,2025-02-05T13:56:54,102,103,102.0,,flat,-0.4
2025-02-05T21:51:54,2025-02-05T13:51:54,103,102,103.0,,flat,-0.6
2025-02-05T21:46:54,2025-02-05T13:46:54,104,105,104.0,,flat,-0.8
2025-02-05T21:41:54,2025-02-05T13:41:54,107,106,107.0,,fortyFiveDown,-1.0
2025-02-05T21:36:54,2025-02-05T13:36:54,109,109,109.0,,fortyFiveDown,-1.2
2025-02-05T21:31:54,2025-02-05T13:31:54,115,113,115.0,,fortyFiveDown,-1.2
2025-02-05T21:26:54,2025-02-05T13:26:54,122,123,122.0,,flat,-0.9
2025-02-05T21:21:54,2025-02-05T13:21:54,130,130,130.0,,flat,-0.4
2025-02-05T21:16:55,2025-02-05T13:16:55,138,138,138.0,,flat,0.1
2025-02-05T21:11:54,2025-02-05T13:11:54,143,145,143.0,,flat,0.7
2025-02-05T21:06:55,2025-02-05T13:06:55,145,147,145.0,,fortyFiveUp,1.3
2025-02-05T21:01:54,2025-02-05T13:01:54,143,144,143.0,,fortyFiveUp,1.5
2025-02-05T20:56:54,2025-02-05T12:56:54,137,139,137.0,,fortyFiveUp,1.6
2025-02-05T20:51:54,2025-02-05T12:51:54,127,129,127.0,,fortyFiveUp,1.2
2025-02-05T20:46:54,2025-02-05T12:46:54,117,114,117.0,,flat,0.5
2025-02-05T20:41:54,2025-02-05T12:41:54,109,107,109.0,,flat,0.2
2025-02-05T20:36:54,2025-02-05T12:36:54,105,105,105.0,,flat,0.1
2025-02-05T20:31:54,2025-02-05T12:31:54,102,103,102.0,,flat,-0.1
2025-02-05T20:26:54,2025-02-05T12:26:54,101,99,101.0,,flat,-0.5
2025-02-05T20:21:54,2025-02-05T12:21:54,101,101,101.0,,flat,-0.5
2025-02-05T20:16:54,2025-02-05T12:16:54,104,103,104.0,,flat,-0.4
2025-02-05T20:11:54,2025-02-05T12:11:54,108,108,108.0,,flat,-0.2
2025-02-05T20:06:54,2025-02-05T12:06:54,110,112,110.0,,flat,-0.1
2025-02-05T20:01:55,2025-02-05T12:01:55,110,110,110.0,,flat,-0.2
2025-02-05T19:56:55,2025-02-05T11:56:55,111,109,111.0,,flat,-0.3
2025-02-05T19:51:54,2025-02-05T11:51:54,112,113,112.0,,flat,-0.2
2025-02-05T19:46:54,2025-02-05T11:46:54,113,114,113.0,,flat,-0.2
2025-02-05T19:41:54,2025-02-05T11:41:54,114,113,114.0,,flat,-0.3
2025-02-05T19:36:55,2025-02-05T11:36:55,115,114,115.0,,flat,-0.2
2025-02-05T19:31:55,2025-02-05T11:31:55,117,119,117.0,,flat,0.0
2025-02-05T19:26:54,2025-02-05T11:26:54,119,119,119.0,,flat,0.1
2025-02-05T19:21:54,2025-02-05T11:21:54,119,119,119.0,,flat,0.0
2025-02-05T19:16:55,2025-02-05T11:16:55,119,119,119.0,,flat,0.1
2025-02-05T19:11:54,2025-02-05T11:11:54,118,118,118.0,,flat,0.0
2025-02-05T19:06:54,2025-02-05T11:06:54,118,117,118.0,,flat,-0.1
2025-02-05T19:01:54,2025-02-05T11:01:54,118,118,118.0,,flat,0.0
2025-02-05T18:56:55,2025-02-05T10:56:55,119,118,119.0,,flat,0.0
2025-02-05T18:51:54,2025-02-05T10:51:54,119,120,119.0,,flat,0.1
2025-02-05T18:46:54,2025-02-05T10:46:54,119,118,119.0,,flat,0.0
2025-02-05T18:41:55,2025-02-05T10:41:55,118,118,118.0,,flat,0.0
2025-02-05T18:36:55,2025-02-05T10:36:55,118,118,118.0,,flat,0.0
2025-02-05T18:31:55,2025-02-05T10:31:55,118,119,118.0,,flat,0.0
2025-02-05T18:26:55,2025-02-05T10:26:55,118,117,118.0,,flat,-0.1
2025-02-05T18:21:54,2025-02-05T10:21:54,119,119,119.0,,flat,0.0
2025-02-05T18:16:55,2025-02-05T10:16:55,120,121,120.0,,flat,0.1
2025-02-05T18:11:54,2025-02-05T10:11:54,121,121,121.0,,flat,0.2
2025-02-05T18:06:54,2025-02-05T10:06:54,121,122,121.0,,flat,0.4
2025-02-05T18:01:55,2025-02-05T10:01:55,121,121,121.0,,flat,0.5
2025-02-05T17:56:55,2025-02-05T09:56:55,119,119,119.0,,flat,0.5
2025-02-05T17:51:54,2025-02-05T09:51:54,117,118,117.0,,flat,0.7
2025-02-05T17:46:55,2025-02-05T09:46:55,116,115,116.0,,flat,0.7
2025-02-05T17:41:55,2025-02-05T09:41:55,112,114,112.0,,flat,0.8
2025-02-05T17:36:55,2025-02-05T09:36:55,109,108,109.0,,flat,0.7
2025-02-05T17:31:55,2025-02-05T09:31:55,104,105,104.0,,flat,0.7
2025-02-05T17:26:55,2025-02-05T09:26:55,101,99,101.0,,flat,0.6
2025-02-05T17:21:54,2025-02-05T09:21:54,97,98,97.0,,flat,0.8
2025-02-05T17:16:54,2025-02-05T09:16:54,93,95,93.0,,flat,0.6
2025-02-05T17:11:54,2025-02-05T09:11:54,86,86,86.0,,flat,0.0
2025-02-05T17:06:55,2025-02-05T09:06:55,81,78,81.0,,flat,-0.5
2025-02-05T17:01:54,2025-02-05T09:01:54,80,78,80.0,,flat,-0.7
2025-02-05T16:56:55,2025-02-05T08:56:55,84,83,84.0,,flat,-0.4
2025-02-05T16:51:55,2025-02-05T08:51:55,89,90,89.0,,flat,0.1
2025-02-05T16:46:54,2025-02-05T08:46:54,93,95,93.0,,flat,0.4
2025-02-05T16:41:55,2025-02-05T08:41:55,92,93,92.0,,flat,0.2
2025-02-05T16:36:55,2025-02-05T08:36:55,88,87,88.0,,flat,-0.2
2025-02-05T16:31:54,2025-02-05T08:31:54,85,84,85.0,,flat,-0.5
2025-02-05T16:26:54,2025-02-05T08:26:54,85,85,85.0,,flat,-0.6
2025-02-05T16:21:55,2025-02-05T08:21:55,88,87,88.0,,flat,-0.6
2025-02-05T16:16:54,2025-02-05T08:16:54,92,91,92.0,,flat,-0.3
2025-02-05T16:11:55,2025-02-05T08:11:55,97,97,97.0,,flat,0.2
2025-02-05T16:06:54,2025-02-05T08:06:54,101,104,101.0,,flat,0.6
2025-02-05T16:01:55,2025-02-05T08:01:55,99,101,99.0,,flat,0.4
2025-02-05T15:56:54,2025-02-05T07:56:54,95,92,95.0,,flat,-0.1
2025-02-05T15:51:55,2025-02-05T07:51:55,92,91,92.0,,flat,0.0
2025-02-05T15:46:55,2025-02-05T07:46:55,94,93,94.0,,flat,0.2
2025-02-05T15:41:54,2025-02-05T07:41:54,95,97,95.0,,flat,0.5
2025-02-05T15:36:55,2025-02-05T07:36:55,94,95,94.0,,flat,0.4
2025-02-05T15:31:55,2025-02-05T07:31:55,92,90,92.0,,flat,0.4
2025-02-05T15:26:54,2025-02-05T07:26:54,90,90,90.0,,flat,0.6
2025-02-05T15:21:55,2025-02-05T07:21:55,89,91,89.0,,flat,0.8
2025-02-05T15:16:55,2025-02-05T07:16:55,85,86,85.0,,flat,0.4
2025-02-05T15:11:54,2025-02-05T07:11:54,78,78,78.0,,flat,0.0
2025-02-05T15:06:54,2025-02-05T07:06:54,75,71,75.0,,flat,-0.4
2025-02-05T15:01:55,2025-02-05T07:01:55,76,77,76.0,,flat,-0.2
2025-02-05T14:56:55,2025-02-05T06:56:55,78,79,78.0,,flat,-0.1
2025-02-05T14:51:55,2025-02-05T06:51:55,78,77,78.0,,flat,-0.3
2025-02-05T14:46:54,2025-02-05T06:46:54,77,77,77.0,,flat,-0.5
2025-02-05T14:41:54,2025-02-05T06:41:54,77,77,77.0,,flat,-0.8
2025-02-05T14:36:54,2025-02-05T06:36:54,79,77,79.0,,fortyFiveDown,-1.0
2025-02-05T14:31:54,2025-02-05T06:31:54,84,83,84.0,,flat,-0.9
2025-02-05T14:26:54,2025-02-05T06:26:54,89,92,89.0,,flat,-0.6
2025-02-05T14:21:54,2025-02-05T06:21:54,95,93,95.0,,flat,-0.6
2025-02-05T14:16:55,2025-02-05T06:16:55,99,100,99.0,,flat,-0.4
2025-02-05T14:11:55,2025-02-05T06:11:55,104,104,104.0,,flat,-0.1
2025-02-05T14:06:54,2025-02-05T06:06:54,106,107,106.0,,flat,0.1
2025-02-05T14:01:55,2025-02-05T06:01:55,108,108,108.0,,flat,0.2
2025-02-05T13:56:54,2025-02-05T05:56:54,108,110,108.0,,flat,0.4
2025-02-05T13:51:55,2025-02-05T05:51:55,107,106,107.0,,flat,0.3
2025-02-05T13:46:55,2025-02-05T05:46:55,105,105,105.0,,flat,0.3
2025-02-05T13:41:55,2025-02-05T05:41:55,105,105,105.0,,flat,0.5
2025-02-05T13:36:55,2025-02-05T05:36:55,105,105,105.0,,flat,0.8
2025-02-05T13:31:54,2025-02-05T05:31:54,104,105,104.0,,fortyFiveUp,1.2
2025-02-05T13:26:55,2025-02-05T05:26:55,99,101,99.0,,fortyFiveUp,1.1
2025-02-05T13:21:55,2025-02-05T05:21:55,89,92,89.0,,flat,0.3
2025-02-05T13:16:55,2025-02-05T05:16:55,80,73,80.0,,flat,-0.9
2025-02-05T13:11:55,2025-02-05T05:11:55,77,75,77.0,,flat,-0.7
2025-02-05T13:06:55,2025-02-05T05:06:55,84,82,84.0,,flat,-0.2
2025-02-05T13:01:55,2025-02-05T05:01:55,91,96,91.0,,flat,0.6
2025-02-05T12:56:55,2025-02-05T04:56:55,91,94,91.0,,flat,0.5
2025-02-05T12:51:54,2025-02-05T04:51:54,87,84,87.0,,flat,-0.1
2025-02-05T12:46:54,2025-02-05T04:46:54,83,83,83.0,,flat,-0.2
2025-02-05T12:41:54,2025-02-05T04:41:54,83,82,83.0,,flat,-0.2
